date,tieba,douban,weibo
2024-06-13,0.6714285714285715,0.7518258426966291,0.665868263473054
2024-06-14,0.5357798165137615,0.6248421052631579,0.44398713826366565
2024-06-15,0.4198198198198198,0.45916666666666667,0.2861900097943193
2024-06-16,-0.12606790799561887,0.4371335504885993,0.34825618262523783
2024-06-17,-0.44394545909432076,0.44207606973058633,0.32657474993241414
2024-06-18,-0.4641136190717728,0.36367187500000003,0.20713916192446977
2024-06-19,-0.47737288135593225,0.35043478260869565,0.18142470694319207
2024-06-20,-0.44239685085289404,0.35851867394041126,0.10380622837370242
2024-06-21,-0.4257597846809465,0.3679379157427938,0.09009552538964305
2024-06-22,-0.43911001236093944,0.39981751824817513,0.05287175452399685
2024-06-23,-0.4488736286743154,0.287791932059448,0.10469958358120167
2024-06-24,-0.42666537755003386,0.24457831325301205,0.08115183246073299
2024-06-25,-0.4379213483146067,0.31796875,0.11345261762756793
2024-06-26,-0.42213604443978625,0.2617721518987342,0.0873758865248227
2024-06-27,-0.43603203621485154,0.23482758620689653,0.00339943342776204
2024-06-28,-0.528857731958763,0.24297323135755258,-0.03645699614890886
2024-06-29,-0.5254831174346996,0.12657142857142856,-0.03603603603603603
2024-06-30,-0.41284851301115244,0.014444444444444435,0.034031413612565446
2024-07-01,-0.550984126984127,-0.12391304347826085,-0.04884488448844884
2024-07-02,-0.5582777036048064,-0.03300000000000001,-0.12466367713004485
2024-07-03,-0.5287292817679557,-0.25,0.12631578947368421
2024-07-04,-0.47885443583118004,0.7214285714285714,0.04832214765100671
2024-07-05,-0.4615903614457832,0.9,0.035398230088495575
2024-07-06,-0.4993827160493827,-0.05000000000000001,0.13866666666666666
2024-07-07,-0.44321305841924397,0.18571428571428572,0.1
2024-07-08,-0.4747173689619733,,0.0
2024-07-09,-0.5022140221402214,0.2772727272727273,-0.10434782608695653
2024-07-10,-0.4243827160493827,0.75625,-0.015384615384615385
2024-07-11,-0.40831946755407655,-0.5,0.0761904761904762
2024-07-12,-0.40174966352624497,0.16923076923076924,-0.01568627450980392
2024-07-13,-0.4099916036943745,0.11666666666666667,-0.025806451612903226
2024-07-14,-0.3678708685626441,-0.5,0.06000000000000001
2024-07-15,-0.3913738019169329,-0.5,0.1702127659574468
2024-07-16,-0.47848101265822784,,0.08888888888888889
2024-07-17,-0.4407136322049406,1.0,0.0774193548387097
2024-07-18,-0.4257046223224352,0.175,0.46956521739130436
2024-07-19,-0.4126651126651127,0.0,-0.05714285714285715
2024-07-20,-0.41594339622641513,,-0.16000000000000003
2024-07-21,-0.4334604385128694,-0.5,0.2
2024-07-22,-0.44595070422535216,,0.0
2024-07-23,-0.38660066006600663,,0.13333333333333333
2024-07-24,-0.4033479692645445,0.85,-0.3333333333333333
2024-07-25,-0.3488752556237219,0.85,-0.10666666666666667
2024-07-26,-0.41045197740113,0.45,0.12000000000000002
2024-07-27,-0.3557774607703281,,0.0
2024-07-28,-0.3300104931794334,-0.5,-0.09411764705882353
2024-07-29,-0.40581081081081083,0.55,0.2153846153846154
2024-07-30,-0.37383177570093457,,0.09411764705882353
2024-07-31,-0.36923076923076925,,-0.06666666666666667
2024-08-01,-0.45022522522522523,,0.15000000000000002
2024-08-02,-0.35450819672131145,,-0.09230769230769233
2024-08-03,-0.3509584664536741,-0.5,0.047058823529411764
2024-08-04,-0.5332644628099174,0.25,0.16
2024-08-05,-0.4264197530864198,0.85,0.1
2024-08-06,-0.3406043437204911,0.85,0.17500000000000002
2024-08-07,-0.35200764818355645,0.36052631578947364,0.08
2024-08-08,-0.3183123877917415,0.85,-0.16
2024-08-09,-0.33475046210720893,0.85,-0.13333333333333333
2024-08-10,-0.3494285714285715,0.85,-0.26666666666666666
2024-08-11,-0.31724137931034485,0.3181818181818182,0.0
2024-08-12,-0.39297820823244556,0.11363636363636363,0.042105263157894736
2024-08-13,-0.2925872093023256,0.85,-0.14545454545454548
2024-08-14,-0.4424639580602884,,-0.35000000000000003
2024-08-15,-0.33899521531100485,0.175,0.1777777777777778
2024-08-16,-0.3781052631578948,,0.21052631578947367
2024-08-17,-0.3538802660753881,,0.15000000000000002
2024-08-18,-0.4506172839506173,,-0.0380952380952381
2024-08-19,-0.45502354788069077,,0.02346041055718475
2024-08-20,-0.4214285714285715,,0.1548387096774194
2024-08-21,-0.3810169491525424,,-0.13333333333333333
2024-08-22,-0.39622047244094494,-0.5,-0.02735042735042735
2024-08-23,-0.34504021447721184,0.17499999999999996,0.010810810810810811
2024-08-24,-0.47633587786259546,-0.05000000000000001,-0.13333333333333333
2024-08-25,-0.4746031746031746,0.25,0.0
2024-08-26,-0.34619565217391307,-0.5,-0.055172413793103454
2024-08-27,-0.4703821656050956,0.39999999999999997,0.0653061224489796
2024-08-28,-0.47960784313725496,0.07857142857142856,-0.17777777777777778
2024-08-29,-0.4764880952380952,,-0.12000000000000002
2024-08-30,-0.4530172413793104,0.2777777777777778,-0.043243243243243246
2024-08-31,-0.4874468085106383,,0.01702127659574468
2024-09-01,-0.5268361581920904,0.13529411764705881,-0.11228070175438597
2024-09-02,-0.43830845771144283,0.5875,-0.18028169014084508
2024-09-03,-0.5452292441140025,0.29554247266610595,-0.12347266881028941
2024-09-04,-0.47920489296636093,0.25046439628482975,-0.056916996047430835
2024-09-05,-0.4922201138519925,0.19594594594594594,-0.135
2024-09-06,-0.49037800687285227,-0.3125,-0.21333333333333337
2024-09-07,-0.4308056872037915,0.2125,0.04
2024-09-08,-0.487007874015748,-0.04166666666666667,-0.10666666666666667
2024-09-09,-0.4202216066481995,-0.5,-0.05714285714285715
2024-09-10,-0.4223728813559322,-0.5,-0.10434782608695654
2024-09-11,-0.33975155279503105,,0.4173913043478262
2024-09-12,-0.3703153988868275,0.5615384615384615,-0.13333333333333333
2024-09-13,-0.24505494505494507,0.5,0.16842105263157894
2024-09-14,-0.392462311557789,,-0.03636363636363637
2024-09-15,-0.4168539325842697,,0.4
2024-09-16,-0.5424528301886793,-0.05789473684210527,-0.06666666666666667
2024-09-17,-0.5057971014492754,,0.0
2024-09-18,-0.472093023255814,,-0.10666666666666667
2024-09-19,-0.5202020202020202,,-0.05333333333333334
2024-09-20,-0.32477064220183494,,0.0
2024-09-21,-0.42021276595744683,0.9,-0.1142857142857143
2024-09-22,-0.3018867924528302,,-0.09411764705882353
2024-09-23,-0.5318518518518518,,0.05714285714285715
2024-09-24,-0.4694610778443114,,0.13333333333333333
2024-09-25,-0.3808743169398907,,-0.10000000000000002
2024-09-26,-0.267005076142132,,0.04
2024-09-27,-0.3443089430894309,,0.0
2024-09-28,-0.3188118811881188,0.9,0.3076923076923077
2024-09-29,-0.3320261437908497,,-0.044444444444444446
2024-09-30,-0.37703349282296655,,-0.08888888888888889
2024-10-01,-0.5031884057971016,,0.10666666666666667
2024-10-02,-0.46153846153846156,,0.0
2024-10-03,-0.1753846153846154,,0.09411764705882353
2024-10-04,-0.11005025125628141,0.85,-0.37894736842105264
2024-10-05,-0.2885714285714286,,-0.08888888888888889
2024-10-06,-0.41082251082251087,,-0.1142857142857143
2024-10-07,-0.4648780487804879,0.25,-0.4000000000000001
2024-10-08,-0.4495726495726496,0.85,-0.26666666666666666
2024-10-09,-0.24488188976377953,-0.5,-0.26666666666666666
2024-10-10,-0.4035211267605634,0.85,-0.08888888888888889
2024-10-11,-0.5112903225806452,0.2125,0.24615384615384617
2024-10-12,-0.3610778443113773,,-0.4
2024-10-13,-0.372289156626506,,-0.05333333333333334
2024-10-14,-0.31230769230769234,0.6875,-0.1142857142857143
2024-10-15,-0.32767857142857143,0.28698630136986303,-0.24000000000000005
2024-10-16,-0.26067415730337085,-0.05000000000000001,-0.6857142857142858
2024-10-17,-0.5040816326530613,0.0,-0.2
2024-10-18,-0.48909090909090913,,0.4000000000000001
2024-10-19,-0.49615384615384617,,0.0
2024-10-20,-0.4215686274509804,0.85,-0.1142857142857143
2024-10-21,-0.42133333333333334,,-0.32
2024-10-22,-0.44191176470588234,,-0.8
2024-10-23,-0.4808695652173913,,-0.29090909090909095
2024-10-24,-0.3669811320754717,,-0.1
2024-10-25,-0.3422222222222222,,0.18461538461538465
2024-10-26,-0.2863636363636364,,-0.29090909090909095
2024-10-27,-0.4794520547945205,0.5976190476190476,-0.4571428571428572
2024-10-28,-0.47959183673469385,0.7078947368421052,-0.2666666666666667
2024-10-29,-0.363953488372093,0.30526315789473685,-0.0684931506849315
2024-10-30,-0.3699570815450644,0.85,-0.4
2024-10-31,-0.4513698630136987,0.49807692307692303,-0.08421052631578947
2024-11-01,-0.32116788321167883,0.6554054054054054,-0.35555555555555557
2024-11-02,-0.2721311475409836,0.865,0.4
2024-11-03,-0.326169760909776,0.20579641847313854,-0.22205524861878453
2024-11-04,-0.5227689243027889,0.16528384279475983,-0.3133457479826195
2024-11-05,-0.5339521800281294,0.0845505617977528,-0.2796116504854369
2024-11-06,-0.522612568035626,-0.060000000000000005,-0.2130841121495327
2024-11-07,-0.5471066907775769,0.3951612903225806,-0.2204081632653061
2024-11-08,-0.5989373007438895,0.0088235294117647,-0.25573770491803277
2024-11-09,-0.5058583106267031,0.27307692307692305,-0.20487804878048782
2024-11-10,-0.5506880733944954,0.49642857142857144,-0.32340425531914896
2024-11-11,-0.570615034168565,0.8800000000000001,-0.20392156862745098
2024-11-12,-0.5826839826839827,,-0.32
2024-11-13,-0.5,0.85,-0.2714285714285714
2024-11-14,-0.503061224489796,0.47941176470588237,-0.2222222222222222
2024-11-15,-0.5410256410256411,0.45,-0.35714285714285715
2024-11-16,-0.5648915187376726,0.31,0.10434782608695654
2024-11-17,-0.5258517034068136,0.06538461538461539,-0.16
2024-11-18,-0.5634069400630914,0.6124999999999999,0.05
2024-11-19,-0.3858288770053476,0.1375,-0.4
2024-11-20,-0.4025862068965517,0.5,-0.2
2024-11-21,-0.5073170731707317,0.08749999999999998,0.2666666666666667
2024-11-22,-0.46153846153846156,0.29736842105263156,-0.05
2024-11-23,-0.4289340101522843,0.625,0.3368421052631579
2024-11-24,-0.4097643097643098,0.15000000000000002,-0.2
2024-11-25,-0.4491103202846975,0.2125,-0.17142857142857146
2024-11-26,-0.37462686567164183,0.925,0.12307692307692308
2024-11-27,-0.5438650306748467,1.0,-0.5142857142857143
2024-11-28,-0.528110599078341,0.67,-0.1142857142857143
2024-11-29,-0.5214285714285715,-0.5,0.07272727272727274
2024-11-30,-0.41111111111111115,0.85,0.08888888888888889
